galeria_id,galeria_nombre,galeria_fecha_fundacion,galeria_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,galeria_calle_numero,galeria_colonia,galeria_cp,galeria_telefono1,pagina_web,email,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
823,"Oaxaca Gráfico","2010-11-27","El Pinche Grabador",20,"Oaxaca",67,"Oaxaca de Juárez",1,"Oaxaca de Juárez","Macedonio Alcalá 503","Centro","68000","951 516 72 36","","",-96.72386,17.06596,"http://sic.gob.mx/ficha.php?table=galeria&table_id=823","2023-04-04 07:00:54-06"
984,"Galería Noel Cayetano Arte Contemporáneo","2010-01-01","",20,"Oaxaca",67,"Oaxaca de Juárez",1,"Oaxaca de Juárez","Macedonio Alcalá 407 local 3-D, Plaza Santo Domingo","Centro","68000","951 514 83 38","","noelcayetanoart@yahoo.com",-96.72393,17.06545,"http://sic.gob.mx/ficha.php?table=galeria&table_id=984","2023-04-10 04:18:25-06"
385,"Galería Arte de Oaxaca","1989-01-16","Fundación Rodolfo Morales",20,"Oaxaca",67,"Oaxaca de Juárez",1,"Oaxaca de Juárez","Murguía 105 ","Centro","68000","951 514 09 10","http://www.artedeoaxaca.com.mx/","galeria@artedeoaxaca.com",-96.72348,17.06372,"http://sic.gob.mx/ficha.php?table=galeria&table_id=385","2023-04-03 07:05:35-06"
304,"Galería Atanacio García Tapia","2017-01-01","Casa de Cultura Oaxaqueña",20,"Oaxaca",67,"Oaxaca de Juárez",1,"Oaxaca de Juárez","González Ortega núm. 403","Centro","68000","951 516 11 54","https://www.oaxaca.gob.mx/cco/","",-96.71812,17.05702,"http://sic.gob.mx/ficha.php?table=galeria&table_id=304","2023-04-03 07:07:02-06"
1503,"Galería Christian Thornton / Studio Xaquixe","2014-10-01","Vidrio Artesanal Xa Quixe, S. de R. L. Mi. Art.",20,"Oaxaca",67,"Oaxaca de Juárez",1,"Oaxaca de Juárez","Calle 5 de Mayo 412-2","Centro","68000","951 516 78 06","https://xaquixe.mx/","galeria.xaquixe@gmail.com",-96.72302,17.06484,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1503","2023-04-03 07:17:11-06"
1866,"Galeria de Arte Jesús Villafan","1000-01-01","",20,"Oaxaca",67,"Oaxaca de Juárez",1,"Oaxaca de Juárez","Gurrión 104-A","Centro Histórico","68000","951 516 91 30","http://galeriajesusvillafan.com/","galeriadeartejesusvillafan@gmail.com",-96.7235,17.06525,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1866","2023-04-03 07:26:25-06"
1291,"Galería CuatroSiete","2014-08-08","",20,"Oaxaca",67,"Oaxaca de Juárez",1,"Oaxaca de Juárez","Reforma 407","Centro","68000","951 501 22 40","https://www.cuatrosietegaleria.com/","archivocuatrosiete@hotmail.com",-96.722,17.06495,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1291","2023-04-03 07:23:40-06"
580,"Galería Bodega Quetzalli","1985-01-01","",20,"Oaxaca",67,"Oaxaca de Juárez",1,"Oaxaca de Juárez","Murguía 400-B","Centro","68000","951 470 26 04","https://galeriaquetzalli.com/","direccion.quetzalli@gmail.com",-96.72104,17.06304,"http://sic.gob.mx/ficha.php?table=galeria&table_id=580","2025-03-05 12:05:04-06"
1867,"Galería Código Tonal","2006-03-21","",20,"Oaxaca",67,"Oaxaca de Juárez",1,"Oaxaca de Juárez"," Av. Benito Juarez 107 ","Centro","68100","951 688 76 66","","codigotonal@gmail.com",-96.72161,17.06216,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1867","2023-04-03 07:22:05-06"
1876,"Galería Alex PintArt","1000-01-01","",20,"Oaxaca",67,"Oaxaca de Juárez",1,"Oaxaca de Juárez","Calle Macedonio Alcalá 307","Centro Histórico","68000","","","alexpintart@outlook.es",-96.72409,17.06443,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1876","2023-04-03 06:51:39-06"
1878,"Galería del Chalet del Centro de las Artes de San Agustín","2006-03-21","Ayuntamiento de San Agustín Etla",20,"Oaxaca",84,"San Agustín Etla",1,"San Agustín Etla","Independencia s/n","Barrio Soledad Vista Hermosa","68247","951 521 25 74, 521 30 42","http://www.casa.oaxaca.gob.mx/wp/","direccion.casa7@gmail.com; asistentedireccion.casa@oaxaca.gob.mx",-96.7605,17.19683,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1878","2023-04-10 04:28:18-06"
2103,"Galería Canela","2023-06-10","",20,"Oaxaca",84,"San Agustín Etla",1,"San Agustín Etla","Colón 45","Centro","","951 521 29 32","","claudiojeronimolopez@yahoo.com",-96.76565,17.19101,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2103","2023-07-25 07:08:11-06"
1132,"Galería Felipe Matías","1979-05-20","Casa de la Cultura  Dr. Víctor Bravo Ahuja/Ayuntamiento de San Juan Bautista Tuxtepec",20,"Oaxaca",184,"San Juan Bautista Tuxtepec",1,"San Juan Bautista Tuxtepec","Blvd. Benito Juárez s/n esq. Daniel Sot","Col. María Luisa ","68320","287 875 01 44","https://tuxtepec.gob.mx/category/casa-de-la-cultura/","casacult.tuxtepec@gmail.com",-96.13094,18.08764,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1132","2023-04-10 04:26:19-06"
1879,"Europa Galeria de Arte","2006-03-21","",20,"Oaxaca",413,"Santa María Huatulco",95,"Tangolunda","Blvd Benito Juarez, Mz. 3, Local 3","Bahía Tangolunda","70989","958 131 47 30","","samcade@europagaleriamx.com",-96.09931,15.77527,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1879","2023-04-03 06:49:39-06"
1924,"Galería Francisco Morales Van Den Eynden","2022-04-13","",21,"Puebla",19,"Atlixco",1,"Atlixco","Av. del Trabajo 130","El Carmen","74200","244 445 5212","","",-98.44391,18.90077,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1924","2023-08-14 04:13:28-06"
1940,"Kuadrante, bodega de arte","1000-01-01","",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Av 3 Pte  núm. 3040"," Centro histórico ","72000","222 463 39 78","","",-98.20077,19.04466,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1940","2022-10-13 07:08:12-05"
598,"Galería Garco","2003-03-01","",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Calle 14 Nte. 805","Barrio El Alto","72000","222 325 62 17","","galeriagarcoficial@gmail.com",-98.18902,19.04289,"http://sic.gob.mx/ficha.php?table=galeria&table_id=598","2023-08-14 04:16:54-06"
1577,"Galería La Miscelánea","1000-01-01","UNARTE",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Acatlán 81","Col. La Paz","72160","222 403 55 66","https://www.unarte.edu.mx/miscelanea/","azucena@unarte.edu.mx",-98.22897,19.05554,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1577","2023-08-14 04:25:41-06"
975,"Galería Talavera de la Reyna","2000-01-01","",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Lateral Sur 3510, Recta a Cholula","","72810","222 225 40 58 ","https://www.talaveradelareyna.com.mx/about/","ventas@talaveradelareyna.com.mx",-98.27495,19.05925,"http://sic.gob.mx/ficha.php?table=galeria&table_id=975","2021-09-03 13:22:24-05"
1938,"Galería Deanhi","2021-09-22","Hotel Casona María",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Calle 3 Ote. 1414"," Barrio de Analco","72500"," 222 882 99 44","","info@casonamaria.com",-98.18967,19.0391,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1938","2023-08-14 04:09:58-06"
1585,"La Galería Lazcarro","2007-03-01","",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","23 Sur núm.  4120","Col. Ex-Hacienda La Noria","72410","222 279 66 17","https://puebla.guiaoca.mx/es/lugares/la-galeria-lazcarro/","lazcarrogaleria@gmail.com",-98.22389,19.03878,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1585","2021-09-06 11:33:43-05"
2109,"Galería sobre el Sótano","1000-01-01","Taller Estudio de la Cura",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Calle 4 Nte. núm.  206 ","Centro","72000","222 721 53 38","","estudiotallerdelacura@gmail.com",-98.19694,19.04708,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2109","2023-08-15 03:42:52-06"
2095,"Galería Carolino. Centro Universitario de la Cultura y los Saberes","2021-09-10","Benemérita Universidad Autónoma de Puebla (BUAP)",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Calle 4 Sur núm. 104","Centro","72000","222 246 28 99","https://www.buap.mx/content/carolino-centro-universitario-de-la-cultura-y-los-saberes","carolino.cucs@gmail.com",-98.19511,19.04201,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2095","2024-09-18 13:38:42-06"
1738,"Galería Ana Sofía","2013-03-28","",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Calle 8 Ote. núm. 411","Centro","72000"," 222 707 60 77","","anasofiagaleria@gmail.com",-98.19439,19.04605,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1738","2023-08-14 03:44:45-06"
1941,"Galería 16","2022-09-08","",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Calle  16 de Septiembre 706","Centro","72000","222 162 54 79","","",-98.20014,19.04154,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1941","2023-08-14 03:43:58-06"
1925,"Galería de Arte de la Casa del Puente de Bubas","2020-03-09","Ayuntamiento de Puebla/Gerencia del Centro Histórico y Patrimonio Cultural",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Av. 2 Oriente  núm. 1001","Barrio de la Luz","72377","222 309 46 00","","gchypc@gmail.com",-98.19225,19.04175,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1925","2023-10-11 04:28:06-06"
599,"Galería del Palacio Municipal de Puebla","1995-05-17","Ayuntamiento de Puebla/Instituto Municipal de Arte y Cultura de Puebla  (IMACP)",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Av. Juan de Palafox esq. Mendoza 14","Centro Histórico","72000","222 232 63 00","","direccion.general.imacp@ayuntamientopuebla.gob.mx",-98.19774,19.04424,"http://sic.gob.mx/ficha.php?table=galeria&table_id=599","2025-02-19 13:25:04-06"
1900,"Liliput","2015-10-10","",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Diagonal 18 Sur 4563","Col. Jardines de San Manuel","72580","222 245 27 42","https://liliputxperimental.wixsite.com/liliput?fbclid=IwAR2ErOsGC4AWPUZJ_ImNVJjsqraHl1nri42ae335FSAwaW9kb_xD6OO7MS8","liliput.xperimental@gmail.com",-98.19712,19.01632,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1900","2022-11-10 06:46:17-06"
1579,"Galería Tesoros de la Catedral","2014-03-01","Ayuntamiento de Puebla",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","5 Oriente núm. 5","Centro Histórico","72000","222 232 46 07","https://museospuebla.puebla.gob.mx/museos/item/147-galeria-tesoros-de-catedral","",-98.19722,19.04399,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1579","2025-05-23 12:35:40-06"
1575,"Kanvas Art Gallery","2019-09-20","",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Centro Comercial El Triángulo,  local S1-B, 39 Poniente núm. 3515","Col. Las Animas","72000","222 221 95 82","https://noticiaspueblabla.com/un-nuevo-concepto-de-arte-llega-a-puebla-kanvas-art-gallery-abre-sus-puertas/","72400",-98.23204,19.04542,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1575","2024-07-02 13:59:51-06"
944,"PANDEA. Pabellón De Arte","2019-04-26","",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Calle 3 Ote. 610 ","Centro Histórico","72000","222 705 3018",""," hola@pandea.mx",-98.19437,19.04089,"http://sic.gob.mx/ficha.php?table=galeria&table_id=944","2022-09-13 05:09:43-05"
1129,"Galería de los Sapos","2018-01-01","Hotel Casona de los Sapos",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Calle 7 Ote. 508","Centro","72000","222 290 47 57","","galeriadeartedelosapos@gmail.com",-98.18678,19.03511,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1129","2023-08-14 04:08:45-06"
2108,"Galería Lobby del IDIT","1000-01-01","Universidad Iberoamericana",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Blvd. del Niño Poblano  núm.. 2901","Col. Reserva Territorial Atlixcáyotl","72820","222 372 30 00","","webmaster@iberopuebla.mx",-98.24214,19.02958,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2108","2023-08-14 06:12:00-06"
2047,"Galería La Luz de la Nevera","2008-01-01","UDLAP",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Ex-Hacienda Santa Catarina Mártir s/n, Ofi. HU -302 G","San Andrés Cholula","72810","222 229 30 63",""," artes.plasticas@udlap.mx",-98.28443,19.055,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2047","2023-02-27 06:26:15-06"
1663,"Galería de Arte","2017-02-20","Centro Cultural D´Los",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Calle 5 Sur núm. 506 Altos ","Centro","72000","222 604 11 57","","centro.cultural.dlos@gmail.com",-98.2026,19.04395,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1663","2023-08-14 03:46:56-06"
849,"Galería de Arte Universitaria","2008-11-08","Benemérita Universidad Autónoma de Puebla (BUAP)",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Vía Atlixcáyotl 2299, Edif. Sur 2, P.A. del Complejo Cultu","Col. Reserva Territorial Atlixcáyotl","72810","222 229 55 00 ext. 2658","http://www.complejocultural.buap.mx/?p=1743","galeriadearteccu@gmail.com",-98.24219,19.02142,"http://sic.gob.mx/ficha.php?table=galeria&table_id=849","2023-08-14 03:53:47-06"
1178,"Capilla del Arte Universidad de las Américas Puebla","2009-10-10","Dirección de Espacios Culturales y Patrimonio Artístico de la UDLAP",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Calle 2 Norte 6 ","Centro Histórico","72000","222 242 28 08","https://www.udlap.mx/capilladelarte/","capilladelarte@udlap.mx",-98.19664,19.04423,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1178","2021-09-01 10:18:15-05"
2086,"Galería Musa Cultura Visual","2009-07-27","Particular",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Av. 2 Oriente 809","Centro","72000","222 403 34 09","","musa.culturavisual@gmail.com; musa.artandfood@gmail.com",-98.19298,19.04238,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2086","2023-06-07 05:37:07-06"
1745,"Get Galería y Espacio Creativo","2015-01-01","",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Priv. Segunda Central 418","Col. San Francisco","72000","222  536 65 24","","getgaleria@gmail.com",-98.19136,19.04854,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1745","2021-09-06 10:19:16-05"
1939," Galería Pedro Arrupe SJ ","1997-01-01","Universidad Iberoamericana",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","Blvd.del Niño Poblano 2901, Reserva Territorial Atlixcáyotl","Centro","72810"," 222 372 30 00","https://ibero.mx/galerias/galer-de-arte-en-ibero"," galerias.universitarias@iberopuebla.mx",-98.24214,19.03064,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1939","2023-08-14 03:40:31-06"
2149,"Galería Martínez","2024-11-23","",21,"Puebla",114,"Puebla",1,"Heroica Puebla de Zaragoza","2 poniente núm. 412","Barrio de San Sebastián","","222 617 2583","","",-98.19435,19.04331,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2149","2025-06-11 12:02:00-06"
1536,"Galería Mercado Negro","2014-11-27","",21,"Puebla",119,"San Andrés Cholula",1,"San Andrés Cholula","Ruta Quetzalcóatl 103  B","Col. Los Frailes","72810","222 261 42 48","https://galeriamercadonegro.com/","galeriamercadonegro@gmail.com",-98.29623,19.06031,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1536","2023-08-14 05:45:56-06"
242,"Galerías de la Casa del Caballero Águila","2001-09-01","Universidad de las Américas Puebla",21,"Puebla",119,"San Andrés Cholula",1,"San Andrés Cholula","Av. 4 Ote. 1a.","Centro","72760","222 229 31 51","","casadelcaballero.aguila@udlap.mx",-98.28386,19.05429,"http://sic.gob.mx/ficha.php?table=galeria&table_id=242","2023-11-14 04:31:13-06"
1849,"Espacio de Arte Nabis","2015-11-14","",21,"Puebla",119,"San Andrés Cholula",1,"San Andrés Cholula","Av. del Castillo 5838, local 6, Plaza Kharma","Col. Lomas de Angelopolis","72830","222 683 07 96","","nabisespaciodearte@gmail.com",-98.30056,19.05094,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1849","2023-08-14 03:42:10-06"
721,"Galería  Abierta Lonja Xavier Cacho","1997-01-01","Universidad Iberoamericana Puebla",21,"Puebla",119,"San Andrés Cholula",1,"San Andrés Cholula","Blvd. del Niño Poblano 2901","Col. Reserva Territorial Atlixcáyotl","72820","222 372 30 00 ext. 14461","https://ibero.mx/galerias/galer-de-arte-en-ibero","webmaster@iberopuebla.mx",-98.24498,19.03773,"http://sic.gob.mx/ficha.php?table=galeria&table_id=721","2023-08-14 04:07:21-06"
1740,"Milech Galería de Arte","2014-01-01","",21,"Puebla",119,"San Andrés Cholula",13,"San Bernardino Tlaxcalancingo","Paseo Sinfonía 2, local 1-3, Town Center Sonata","Col. Lomas de Angelópolis II","72815","222 528 50 49","","galeria.milech@gmail.com",-98.27775,18.99262,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1740","2021-09-07 06:56:28-05"
2087,"Tetela Rock Art, Galería Nómada","2023-06-17","Particular",21,"Puebla",172,"Tetela de Ocampo",1,"Ciudad de Tetela de Ocampo","Calle 2 Norte s/n esq. 9 Pte.","Centro","73640","55 5989 4120","","hor.lo.bo@gmail.com",-97.80939,19.82106,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2087","2023-06-08 05:51:10-06"
2114,"Galería Eduardo Ruiz","2020-01-01","",22,"Querétaro",1,"Amealco de Bonfil",1,"Amealco de Bonfil","Calle Isla s/n","centro","76893","448 115 66 52","https://eduardoruiz901.wixsite.com/eduardo-ruiz","eduardo_ruiz90qlive.com.mx",-100.14073,20.1821,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2114","2023-10-26 06:14:59-06"
1664,"Galería José Manuel de Herrera Olvera","2000-01-30","Ayuntamiento de Cadereyta/Centro Cultural de Cadereyta",22,"Querétaro",4,"Cadereyta de Montes",1,"Cadereyta de Montes","Calle Benito Juárez 14","Centro","76500","441 276 08 80","","",-99.81587,20.69442,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1664","2023-04-10 08:44:50-06"
564,"Galería Ixaya","2000-01-01","Secretaría de Cultura del Estado de Querétaro/Casa de Cultura El Puebito",22,"Querétaro",6,"Corregidora",1,"El Pueblito","Fray Sebastian De Gallegos 1","Centro","76910","442 209 60 00","","elpueblitocultura@hotmail.com",-100.44117,20.542,"http://sic.gob.mx/ficha.php?table=galeria&table_id=564","2024-02-23 12:06:59-06"
1194,"Galería Ciudad","2021-09-01","Secretaría de Cultura del Estado de Querétaro/Ayuntamiento de El Márques/",22,"Querétaro",11,"El Marqués",189,"El Árbol [Rancho]","Prol. Constituyentes Zona Oriente ","Centro Histórico","76080","","","",-100.28209,20.70448,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1194","2023-04-10 06:09:53-06"
380," Salón de la Plástica Contemporánea Queretana ","2016-01-01"," Instituto Queretano de la Cultura y las Artes/ Casa Francisco León de la Barra        ",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Andador Libertad  56 Pte.","Centro","76270","442 214 23 58","","",-100.38998,20.59256,"http://sic.gob.mx/ficha.php?table=galeria&table_id=380","2023-04-10 05:03:31-06"
1037,"62a Galería  Morlet","2013-03-14","",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Circuito Álamos 62-A 2","Col. Alamos 2a. Secc.","76160","442 223 88 66","","galeria.morlet@gmail.com",-100.3816,20.60575,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1037","2023-04-10 05:07:18-06"
1598,"Galería de Arte ","2014-08-23","Fundación Carol Rolland, A.C.",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Melchor Ocampo Nte. 13","Centro","76000","442  212 70 88","https://carolrolland.org/","susana.ocampo@carolrolland.org",-100.39689,20.59246,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1598","2023-04-10 06:13:47-06"
275,"Galería Municipal Rosario Sánchez de Lozada","2002-07-01","Ayuntamiento de Querétaro/Secretaría de Cultura del Municipio",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Av. 16 de Septiembre 44-A Pte. ","Centro","76000","442  214 27 83 ","https://municipiodequeretaro.gob.mx/","galeria.mgaleriamunicipal@municipiodequeretaro.gob.mx; martha.salgado@municipiodequeretao.gob.mx",-100.39431,20.59279,"http://sic.gob.mx/ficha.php?table=galeria&table_id=275","2025-04-14 13:39:03-06"
1718,"Galería de Arte Impulso","2016-02-01","",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Hacienda Escolásticas 107","Jardines de la Hacienda","76180"," 442 831 73 33","https://impulsogaleria.com/","info@impulsogaleria.com",-100.41052,20.568,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1718","2023-04-10 06:31:35-06"
2140,"Galería HGZ","2023-01-01","",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Cuauhtémoc 7h","Col. Centro","76164","442 106 2977","https://www.hgz.art/","info@hgz.art",-100.39723,20.59919,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2140","2025-02-18 12:02:38-06"
1362,"Galería  Colectivo Cinco","2013-10-22","",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Calle Vicente Guerrero 5","Centro","76000","(044) 442 480 91 74","","galeriacolectivo5@gmail.com",-100.39545,20.59185,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1362","2023-04-10 05:56:37-06"
1144,"Galería Dr. Ignacio Mena Rosales","1971-01-01","Casa de la Cultura/Instituto Municipal de Cultura",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Calle 5 de Mayo  núm. 40","Centro","76000","442 212 56 14","","ccignaciomena@live.com.mx ",-100.38914,20.59318,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1144","2023-04-10 08:38:30-06"
1720,"Galería Almendra Roja","2014-01-01","",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Calle 5 de Mayo núm. 77","Centro","76000","442 247 08 88","","almendraroja77qro@gmail.com",-100.38885,20.59377,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1720","2022-04-08 06:38:20-05"
1028,"Galería de Arte y Ciencia Ingeniero Alfredo Zepeda Garrido","2012-01-30","Centro Universitario /Universidad Autónoma de Querétaro",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Cerro de las Campanas s/n","Las Campanas","76010","442 192 12 00 ext. 6016 y 6015 ","","",-100.40803,20.59162,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1028","2022-05-13 04:42:02-05"
1926," Galería Héctor Gutiérrez Zamora","2022-04-28","",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Reforma Ote. 1","Centro","76000","","https://www.artsy.net/partner/galeria-hector-gutierrez-zamora","info@hgz.art",-100.39074,20.59025,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1926","2023-04-10 04:45:54-06"
1036,"Galería de Arte El Cuadro","2013-01-01","",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Andador Madero 46","Centro","76000"," 998 139 35 73","","sergiosomera@gmail.com",-100.39434,20.59182,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1036","2023-08-11 05:47:38-06"
1337,"Casa Gutiérrez Nájera","2011-01-01","",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Av. Universidad Ote. 48 PH","San Javier","76000","442 223 25 76 ","http://www.casagutierreznajera.com/","info@casagutierreznajera.com",-100.37641,20.59995,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1337","2023-04-10 05:31:24-06"
1768,"Galería del Centro de Arte Emergente","2021-03-24","Gobierno del Estado de Querétaro",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro"," Av. Constituyentes esq. Luis Pasteur ","Col. Villas del Sur","76000","442 251 9600","","",-100.38596,20.58642,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1768","2022-05-13 04:44:03-05"
1826,"Galería Balneario","2016-07-01","",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Prol. Constituyentes núm.101 piso 1","El Mirador","76134","442 455 29 56","","info@balneario.me",-100.33041,20.59112,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1826","2023-04-10 06:07:26-06"
560,"Galerías del Centro Queretano de la Imagen","1000-01-01","Secretaría de Cultura del Estado de Querétaro/Dirección de Educación Artística y Servicios Culturales",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Benito Juárez 66","Centro","76000","442 212 29 47","","cqi.queretaro@gmail.com",-100.39085,20.58922,"http://sic.gob.mx/ficha.php?table=galeria&table_id=560","2023-10-17 07:06:47-06"
369,"Galería 2 de Exposiciones","1969-12-31","Centro Educativo y Cultural del Estado de Querétaro",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Av. Constituyentes esq. Luis Pasteur s/n","Col. Villas del Sur","76000","442 251 96 00","","juribec@qro.gob.mx",-100.3866,20.58615,"http://sic.gob.mx/ficha.php?table=galeria&table_id=369","2023-12-05 05:56:37-06"
1769,"Artepop Vk  Galería","2015-03-01","",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro"," Priv. Gabriela Mistral 110","Col. Felipe Carrillo Puerto","76138","442 323 31 00.","https://artepop-vk.ueniweb.com/#about_us","",-100.42389,20.60314,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1769","2023-04-10 05:16:30-06"
1195,"Galería 1 de Exposiciones","1000-01-01","Centro Educativo y Cultural del Estado de Querétaro",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Av. Constituyentes esq. Luis Pasteur s/n","Col. Villas del Sur","76000","442 251 96 00","http://gomezmorin.queretaro.gob.mx/","juribec@qro.gob.mx",-100.38604,20.58584,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1195","2023-04-10 05:59:16-06"
1850,"Galería Satélite","2016-10-06","",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Av. Universidad  Ote. núm. 48","Centro Histórico","76020","442 363 98 17","","info@satelitegaleria.com",-100.3761,20.60008,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1850","2023-08-11 06:05:52-06"
1571,"Galería de Arte SEJUVE","2015-08-01","Secretaría de la Juventud de Querétaro",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Ejército Republicano s/n","Barrio La Cruz","76000","442 224 22 54 ext. 101","","sejuveqroqueretaro.gob.mx",-100.38154,20.59247,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1571","2022-05-13 04:20:47-05"
408,"Galería Infantil del Centro Cultural Casa del Faldón","1991-01-16","Secretaría de Cultura del Estado de Querétaro",22,"Querétaro",14,"Querétaro",1,"Santiago de Querétaro","Primavera  45 Ote.","Barrio de San Sebastián","76000","442 212 48 08","","casadelfaldon@gmail.com",-100.39303,20.60049,"http://sic.gob.mx/ficha.php?table=galeria&table_id=408","2023-11-14 04:34:51-06"
